seed,n_qubits,depth_param,circuit_depth,n_cx,n_single_qubit_gates,total_gates,cx_density,noisy_expectation,zne_expectation,fold1,fold3,fold5,ideal_expectation
73,2,7,14,7,14,21,0.3333333333333333,-0.2633333333333333,-0.2812777777777777,-0.2633333333333333,-0.22466666666666665,-0.18933333333333333,-0.3120342422656275
74,2,7,14,7,14,21,0.3333333333333333,0.5753333333333334,0.6109999999999999,0.5753333333333334,0.474,0.4086666666666667,0.6602775530169265
75,2,7,14,7,14,21,0.3333333333333333,-0.43333333333333335,-0.4635555555555555,-0.43333333333333335,-0.36733333333333335,-0.308,-0.48735201853034993
76,2,7,14,7,14,21,0.3333333333333333,-0.254,-0.27516666666666667,-0.254,-0.20666666666666667,-0.16533333333333333,-0.27303719354878414
77,2,7,14,7,14,21,0.3333333333333333,-0.086,-0.09461111111111108,-0.086,-0.06266666666666666,-0.04666666666666667,-0.06051608477836107
78,2,7,14,7,14,21,0.3333333333333333,0.5026666666666667,0.5383333333333333,0.5026666666666667,0.43466666666666665,0.3626666666666667,0.5680224232952156
79,2,7,14,7,14,21,0.3333333333333333,0.6453333333333333,0.6882222222222217,0.6453333333333333,0.5506666666666666,0.4666666666666667,0.7243595775306187
80,2,7,14,7,14,21,0.3333333333333333,0.44533333333333336,0.4824999999999997,0.44533333333333336,0.356,0.2846666666666667,0.5214083263852669
81,2,7,14,7,14,21,0.3333333333333333,-0.08133333333333333,-0.08916666666666664,-0.08133333333333333,-0.064,-0.048666666666666664,-0.09166615719329124
82,2,7,14,7,14,21,0.3333333333333333,-0.144,-0.1477222222222222,-0.144,-0.10933333333333334,-0.10733333333333334,-0.16180760213290024
83,2,7,14,7,14,21,0.3333333333333333,0.22533333333333333,0.24005555555555544,0.22533333333333333,0.17866666666666667,0.15266666666666667,0.2565509741689235
84,2,8,16,8,16,24,0.3333333333333333,0.12133333333333333,0.13577777777777772,0.12133333333333333,0.108,0.076,0.12277092796375111
85,2,8,16,8,16,24,0.3333333333333333,-0.7773333333333333,-0.838833333333333,-0.7773333333333333,-0.646,-0.5246666666666666,-0.9038411693824709
86,2,8,16,8,16,24,0.3333333333333333,0.15466666666666667,0.16872222222222213,0.15466666666666667,0.11933333333333333,0.09266666666666666,0.19272545564556665
87,2,8,16,8,16,24,0.3333333333333333,-0.08066666666666666,-0.09149999999999998,-0.08066666666666666,-0.06733333333333333,-0.044,-0.09677791729145735
88,2,8,16,8,16,24,0.3333333333333333,0.066,0.07399999999999998,0.066,0.05,0.034,0.09558607623589738
89,2,8,16,8,16,24,0.3333333333333333,0.5673333333333334,0.6139444444444444,0.5673333333333334,0.4646666666666667,0.37333333333333335,0.6418250863686612
90,2,8,16,8,16,24,0.3333333333333333,-0.226,-0.24466666666666667,-0.226,-0.18866666666666668,-0.15133333333333332,-0.26642870901162097
